timestamp,CB-X1,CB-X23,CB-B1,CB-C1,CB-D1,CB-A12,S-X1-AD,S-X1-FG,S-X2-AD,S-X2-DE
2023-03-07 05:00:00,135.83,143.57,103.0,74.0,103.78,93.82,77.39,38.28,74.7,44.8
2023-03-07 06:00:00,134.49,142.95,106.07,79.35,104.03,92.26,75.86,38.19,71.69,45.12
2023-03-07 07:00:00,130.13,132.37,103.35,76.76,105.09,93.92,75.33,40.49,73.86,43.71
2023-03-07 08:00:00,130.51,139.31,110.62,74.21,97.3,90.92,76.07,35.96,68.42,47.37
2023-03-07 09:00:00,130.22,136.33,105.42,74.72,102.26,90.34,75.16,39.55,72.06,46.49
2023-03-07 10:00:00,129.28,135.38,109.02,77.12,106.58,91.89,79.49,39.63,78.1,45.31
2023-03-07 11:00:00,144.44,149.36,104.63,82.74,106.13,91.47,76.57,41.43,77.45,46.6
2023-03-07 12:00:00,141.33,158.74,115.62,78.73,107.16,100.6,81.79,44.35,80.26,48.05
2023-03-07 13:00:00,146.18,162.08,131.92,90.22,121.62,103.66,87.23,45.47,84.89,53.09
2023-03-07 14:00:00,166.32,180.76,143.46,95.7,137.07,126.78,99.32,54.81,96.74,58.5
2023-03-07 15:00:00,195.7,211.41,166.84,111.25,150.98,135.83,104.89,58.76,109.14,65.78
2023-03-07 16:00:00,217.87,239.65,160.53,128.02,164.94,140.07,129.22,63.57,118.71,76.03
2023-03-07 17:00:00,228.92,242.24,173.7,123.69,187.81,149.34,137.65,70.3,121.86,79.84
2023-03-07 18:00:00,230.81,268.71,209.83,130.33,185.63,155.35,135.01,71.76,139.48,84.64
2023-03-07 19:00:00,230.25,259.38,195.2,136.33,191.72,157.3,136.93,68.41,120.96,81.47
2023-03-07 20:00:00,200.13,232.68,169.51,119.94,169.53,150.57,126.16,61.16,114.86,76.93
2023-03-07 21:00:00,181.78,200.42,164.21,110.23,150.93,134.02,104.95,55.21,104.19,67.64
2023-03-07 22:00:00,174.09,188.46,143.93,99.14,132.75,118.84,98.4,51.49,95.4,61.4
2023-03-07 23:00:00,149.75,170.41,129.26,97.89,121.75,100.42,88.65,46.59,83.05,56.19
2023-03-08 00:00:00,131.83,150.66,110.76,74.48,102.79,94.79,75.85,38.56,73.47,45.96
2023-03-08 01:00:00,135.78,139.18,112.16,74.44,104.61,94.74,74.74,38.71,72.65,44.52
2023-03-08 02:00:00,133.12,149.81,111.23,73.76,100.63,93.25,71.6,38.73,71.13,43.81
2023-03-08 03:00:00,130.17,140.39,109.92,78.3,106.62,91.5,78.6,37.19,71.32,43.58
2023-03-08 04:00:00,140.04,144.67,110.8,74.09,105.95,91.57,73.97,39.49,72.68,46.43
2023-03-08 05:00:00,133.2,141.56,109.9,74.64,101.73,89.6,75.92,40.35,73.17,44.94
2023-03-08 06:00:00,128.43,142.53,109.25,75.31,98.68,90.91,75.71,38.54,72.18,48.29
2023-03-08 07:00:00,133.56,149.32,109.06,75.0,104.08,89.7,76.15,40.54,69.61,45.64
2023-03-08 08:00:00,132.19,139.0,107.96,76.2,105.2,96.31,75.71,38.86,75.39,45.85
2023-03-08 09:00:00,126.72,146.9,110.17,78.32,98.27,89.33,75.34,40.23,72.22,46.05
2023-03-08 10:00:00,132.37,142.91,113.22,79.73,108.36,88.43,76.56,41.11,75.33,43.65
2023-03-08 11:00:00,134.25,147.36,112.56,75.65,114.57,98.62,78.35,40.52,70.63,48.07
2023-03-08 12:00:00,131.3,150.57,117.78,82.17,114.84,100.68,77.1,44.65,78.65,48.98
2023-03-08 13:00:00,151.44,167.62,135.15,88.34,127.13,112.91,84.99,45.59,83.45,54.04
2023-03-08 14:00:00,167.5,172.23,150.65,96.31,131.3,112.42,97.16,49.41,90.34,58.49
2023-03-08 15:00:00,187.71,206.51,160.39,104.4,155.14,138.41,108.06,58.5,104.58,68.43
2023-03-08 16:00:00,200.35,240.74,173.73,118.24,156.52,156.73,118.34,64.9,114.05,74.2
2023-03-08 17:00:00,227.12,258.59,202.3,143.9,176.83,155.3,135.78,66.75,124.33,81.07
2023-03-08 18:00:00,236.16,243.99,187.2,140.18,195.36,166.02,136.63,67.54,140.36,82.69
2023-03-08 19:00:00,230.9,241.67,202.97,132.82,177.67,159.26,131.51,70.62,138.74,80.5
2023-03-08 20:00:00,204.26,229.37,186.21,122.39,164.41,135.9,124.67,62.48,117.41,78.9
2023-03-08 21:00:00,195.05,221.77,156.9,102.47,156.69,144.2,102.87,57.59,105.64,67.0
2023-03-08 22:00:00,161.82,182.18,140.97,98.35,131.69,118.01,99.57,53.97,98.16,59.66
2023-03-08 23:00:00,151.16,166.44,122.85,88.31,118.48,102.41,81.9,45.04,85.03,55.9
2023-03-09 00:00:00,136.18,140.92,109.54,74.81,99.98,94.57,75.37,38.66,75.69,45.01
2023-03-09 01:00:00,126.83,143.6,104.64,72.89,105.07,96.31,74.68,40.97,75.77,47.64
2023-03-09 02:00:00,127.68,137.67,103.48,77.21,100.07,86.3,76.44,42.05,70.83,44.59
2023-03-09 03:00:00,135.1,143.38,109.51,71.41,96.01,89.89,76.27,39.68,69.67,43.31
2023-03-09 04:00:00,128.28,144.45,106.4,72.29,102.68,92.11,77.45,38.56,70.2,44.41
2023-03-09 05:00:00,128.69,147.22,108.36,76.73,100.22,91.55,75.39,39.21,70.9,42.99
2023-03-09 06:00:00,131.12,137.83,107.66,74.07,104.25,92.84,75.32,40.14,75.77,44.85
2023-03-09 07:00:00,135.04,146.6,105.9,79.25,111.7,96.12,75.07,40.68,70.61,48.13
2023-03-09 08:00:00,119.95,151.77,109.69,76.64,109.15,84.05,73.94,40.07,69.25,48.48
2023-03-09 09:00:00,126.85,146.75,105.75,75.42,100.52,93.88,82.44,39.83,71.68,46.71
2023-03-09 10:00:00,127.24,147.66,112.18,81.77,98.17,92.04,72.81,40.74,75.57,44.95
2023-03-09 11:00:00,129.78,135.16,110.68,81.07,107.6,96.07,80.55,42.46,75.44,44.02
2023-03-09 12:00:00,136.95,161.5,123.08,86.13,113.14,97.97,79.22,42.0,73.56,48.0
2023-03-09 13:00:00,147.79,177.5,125.23,88.2,117.93,107.07,91.3,47.38,86.35,51.46
2023-03-09 14:00:00,171.06,192.69,144.73,95.16,137.5,121.12,100.32,52.41,97.17,57.7
2023-03-09 15:00:00,184.63,212.04,164.33,106.6,155.2,128.89,106.93,61.46,106.38,65.39
2023-03-09 16:00:00,213.89,239.37,177.35,122.06,171.01,152.07,127.56,64.16,118.36,68.09
2023-03-09 17:00:00,233.36,277.41,183.84,137.94,196.46,168.33,131.73,71.0,123.61,83.83
2023-03-09 18:00:00,230.31,252.1,202.69,142.44,187.43,171.86,136.46,70.41,133.71,78.8
2023-03-09 19:00:00,231.13,247.9,183.51,130.79,182.71,154.41,144.62,69.86,125.29,81.23
2023-03-09 20:00:00,225.46,241.56,180.43,128.95,167.01,149.95,120.74,62.97,122.59,78.48
2023-03-09 21:00:00,192.92,210.25,150.9,110.01,146.31,134.81,111.23,61.4,115.24,67.21
2023-03-09 22:00:00,165.36,171.14,139.29,102.74,129.64,124.59,99.22,49.72,94.46,63.32
2023-03-09 23:00:00,152.03,167.81,126.7,86.75,122.23,107.82,82.29,45.92,86.68,48.0
2023-03-10 00:00:00,125.8,143.85,106.38,75.52,102.17,88.3,77.55,39.86,72.13,43.8
2023-03-10 01:00:00,131.34,137.57,109.48,72.22,96.72,90.27,71.39,38.86,69.24,44.91
2023-03-10 02:00:00,134.09,144.01,110.79,82.38,104.08,92.79,81.51,42.15,74.86,44.47
2023-03-10 03:00:00,126.26,143.36,109.13,73.51,103.3,89.65,79.98,40.0,74.0,44.8
2023-03-10 04:00:00,129.1,133.3,109.41,76.25,105.07,93.63,72.47,40.09,75.3,45.08
2023-03-10 05:00:00,135.26,144.68,113.79,74.3,100.35,89.53,77.95,37.23,71.3,44.74
2023-03-10 06:00:00,127.77,152.74,111.5,75.8,103.3,91.0,73.9,41.1,74.23,43.77
2023-03-10 07:00:00,131.01,150.8,110.14,75.41,100.13,90.32,76.79,37.7,72.23,43.06
2023-03-10 08:00:00,125.51,136.8,106.76,77.53,105.03,89.97,73.08,39.42,71.21,46.59
2023-03-10 09:00:00,126.92,136.35,104.87,74.53,104.97,91.78,74.82,40.22,75.29,49.34
2023-03-10 10:00:00,129.61,144.58,107.87,79.45,103.8,93.3,79.59,39.79,74.89,46.92
2023-03-10 11:00:00,145.34,149.02,116.39,81.79,106.16,94.52,78.83,44.1,75.01,45.29
2023-03-10 12:00:00,139.27,147.25,118.48,80.08,112.25,97.49,82.41,41.85,79.12,48.48
2023-03-10 13:00:00,149.56,162.25,130.44,91.31,114.59,106.71,89.94,47.64,82.76,49.21
2023-03-10 14:00:00,165.89,193.64,134.55,99.65,136.72,126.77,102.87,49.85,99.7,58.47
2023-03-10 15:00:00,189.61,210.17,148.87,104.22,151.03,131.84,110.66,59.8,105.66,67.19
2023-03-10 16:00:00,217.85,241.09,178.64,127.42,164.08,147.27,126.3,64.36,124.72,69.39
2023-03-10 17:00:00,231.58,251.13,175.04,132.46,174.48,162.61,126.43,69.37,132.07,79.1
2023-03-10 18:00:00,253.53,267.65,195.27,140.42,175.85,161.66,133.34,72.12,129.41,78.76
2023-03-10 19:00:00,231.77,246.78,181.06,133.0,186.55,148.84,129.83,66.39,125.02,75.02
2023-03-10 20:00:00,223.75,228.54,178.27,124.76,177.84,145.56,126.31,64.55,112.11,80.18
2023-03-10 21:00:00,192.56,201.55,161.59,114.01,154.17,131.82,109.47,54.4,109.22,69.83
2023-03-10 22:00:00,172.81,172.62,134.87,101.0,133.3,119.94,98.31,50.08,95.61,60.56
2023-03-10 23:00:00,144.68,164.23,132.09,87.06,118.08,105.56,92.36,50.0,79.34,52.23
2023-03-11 00:00:00,116.55,121.91,98.82,64.46,92.04,85.03,65.69,34.54,65.35,40.94
2023-03-11 01:00:00,116.78,125.84,97.11,67.6,92.0,82.83,69.53,34.54,65.95,41.41
2023-03-11 02:00:00,116.07,128.56,94.27,68.74,93.96,83.29,69.33,38.33,63.51,40.97
2023-03-11 03:00:00,108.25,128.69,94.51,68.0,92.7,82.53,66.21,35.1,67.67,42.57
2023-03-11 04:00:00,120.68,129.67,96.6,66.05,92.93,84.47,68.94,36.0,68.88,40.97
2023-03-11 05:00:00,115.48,126.17,100.72,68.98,89.79,80.3,70.4,34.49,63.4,40.96
2023-03-11 06:00:00,115.28,127.67,97.32,72.97,91.83,79.39,70.85,36.69,67.13,41.86
2023-03-11 07:00:00,116.07,133.11,91.94,62.94,95.23,82.98,68.66,34.52,62.21,42.33
2023-03-11 08:00:00,116.32,127.43,91.92,65.87,96.5,79.97,66.09,34.71,64.36,42.81
2023-03-11 09:00:00,119.35,128.7,99.01,68.27,90.54,81.26,68.1,37.29,68.19,39.51
2023-03-11 10:00:00,113.54,118.78,98.16,71.16,92.13,86.72,68.57,34.54,68.29,42.53
2023-03-11 11:00:00,117.59,127.71,104.46,72.8,92.96,85.66,71.67,39.15,70.16,44.46
2023-03-11 12:00:00,128.46,144.23,108.04,76.39,103.39,89.4,75.52,39.22,71.22,46.38
2023-03-11 13:00:00,137.84,145.34,117.94,83.63,109.89,95.17,84.55,41.0,76.58,49.25
2023-03-11 14:00:00,150.3,160.17,132.4,93.45,119.88,106.35,90.97,45.44,89.16,53.82
2023-03-11 15:00:00,168.19,193.84,147.72,100.15,143.99,120.12,98.72,50.72,94.87,59.57
2023-03-11 16:00:00,186.07,200.47,161.9,110.42,161.03,137.81,106.02,56.26,111.07,68.03
2023-03-11 17:00:00,206.62,234.0,160.94,112.7,153.9,140.39,117.87,62.61,110.4,74.18
2023-03-11 18:00:00,221.65,231.73,182.14,127.27,167.85,142.81,117.16,64.86,126.8,75.29
2023-03-11 19:00:00,199.38,221.26,178.28,125.62,171.51,148.2,118.71,59.42,115.48,67.34
2023-03-11 20:00:00,201.88,194.45,163.2,111.38,146.53,137.15,114.44,55.12,96.34,66.91
2023-03-11 21:00:00,176.71,196.17,137.34,103.2,129.82,116.82,96.03,50.78,98.47,58.25
2023-03-11 22:00:00,149.89,155.85,129.34,87.59,114.78,109.26,85.69,46.93,86.74,51.13
2023-03-11 23:00:00,140.9,143.39,118.83,80.4,108.39,91.47,77.79,41.42,71.8,46.28
2023-03-12 00:00:00,111.06,131.39,99.38,66.12,95.6,81.04,64.17,35.35,62.06,40.86
2023-03-12 01:00:00,109.97,122.35,96.63,72.94,95.97,86.15,60.96,37.14,66.51,43.67
2023-03-12 02:00:00,111.78,130.14,90.78,72.05,93.0,81.31,69.09,34.48,66.42,41.61
2023-03-12 03:00:00,115.39,127.71,94.92,64.59,100.4,84.06,64.68,33.84,64.77,41.1
2023-03-12 04:00:00,115.73,126.66,104.11,68.82,90.21,79.04,67.03,34.46,67.39,43.72
2023-03-12 05:00:00,114.96,123.16,98.12,68.26,97.29,73.23,67.4,36.77,67.86,43.95
2023-03-12 06:00:00,117.49,124.94,101.31,68.48,93.21,83.16,70.55,35.57,60.92,40.66
2023-03-12 07:00:00,108.37,129.15,97.27,70.55,86.9,76.72,66.02,34.55,69.53,40.82
2023-03-12 08:00:00,119.29,123.69,94.09,67.7,91.6,82.3,65.07,35.84,64.06,41.72
2023-03-12 09:00:00,111.83,131.36,102.95,70.04,91.95,81.3,68.36,36.93,67.99,40.67
2023-03-12 10:00:00,116.07,130.87,101.14,68.42,94.56,82.0,69.43,35.63,67.4,44.14
2023-03-12 11:00:00,119.79,135.27,105.97,76.6,103.47,82.64,73.35,38.05,67.07,44.59
2023-03-12 12:00:00,122.02,140.01,106.71,72.75,99.33,84.85,72.32,38.44,74.25,44.67
2023-03-12 13:00:00,130.56,152.73,110.03,76.81,110.93,93.66,75.61,41.65,76.84,46.68
2023-03-12 14:00:00,146.94,168.56,133.92,89.93,120.05,104.2,87.77,45.93,82.49,52.38
2023-03-12 15:00:00,171.57,192.87,142.0,96.01,134.89,110.64,95.46,52.82,93.98,58.53
2023-03-12 16:00:00,195.62,212.09,162.22,108.95,156.26,137.39,112.25,56.92,106.35,63.43
2023-03-12 17:00:00,211.14,228.68,175.17,119.22,169.51,153.79,118.63,61.06,111.65,67.47
2023-03-12 18:00:00,205.44,225.05,183.54,123.69,165.22,134.95,126.8,61.05,121.77,78.24
2023-03-12 19:00:00,201.31,212.54,176.13,121.29,166.51,142.82,113.07,61.26,121.2,72.68
2023-03-12 20:00:00,185.49,209.71,168.09,112.07,150.99,131.45,119.82,58.41,110.61,68.56
2023-03-12 21:00:00,174.34,193.74,143.01,99.68,134.65,117.17,98.43,55.28,100.53,61.23
2023-03-12 22:00:00,141.44,160.96,132.19,91.49,121.55,102.9,85.06,46.3,86.15,52.77
2023-03-12 23:00:00,143.09,141.5,121.11,79.68,110.72,91.79,77.2,39.77,81.12,47.22
2023-03-13 00:00:00,127.87,139.36,107.81,77.77,102.28,92.46,73.32,41.25,72.66,44.88
2023-03-13 01:00:00,126.51,143.85,104.63,76.82,104.26,90.1,73.36,39.48,71.62,44.23
2023-03-13 02:00:00,131.62,146.3,108.44,77.05,97.77,90.69,74.92,37.54,71.71,44.23
2023-03-13 03:00:00,134.78,140.47,113.72,72.16,106.34,93.78,75.14,38.69,68.97,44.12
2023-03-13 04:00:00,131.64,136.24,110.02,74.27,98.41,92.89,74.89,38.93,66.76,43.08
2023-03-13 05:00:00,134.87,141.76,112.69,77.69,100.73,86.84,72.22,40.64,72.58,45.07
2023-03-13 06:00:00,130.7,145.45,108.85,75.63,106.78,89.65,72.99,35.61,72.17,45.52
2023-03-13 07:00:00,135.73,141.86,101.69,72.86,104.73,91.1,76.86,38.17,68.88,44.28
2023-03-13 08:00:00,135.96,147.3,105.6,77.98,102.66,91.49,76.85,37.72,72.73,45.04
2023-03-13 09:00:00,130.29,140.29,103.99,77.81,101.82,96.02,77.66,39.5,71.09,42.61
2023-03-13 10:00:00,138.67,148.57,103.04,77.66,101.21,90.41,79.1,37.21,72.2,47.6
2023-03-13 11:00:00,135.83,155.92,111.85,77.48,100.18,94.24,75.72,40.43,70.57,46.82
2023-03-13 12:00:00,141.72,148.96,122.68,84.44,110.8,98.51,84.31,42.32,78.79,50.36
2023-03-13 13:00:00,147.47,161.39,130.0,88.24,119.89,107.31,89.32,46.36,86.79,51.6
2023-03-13 14:00:00,167.52,189.01,143.6,97.21,128.63,115.39,91.61,50.62,96.22,59.23
2023-03-13 15:00:00,195.9,230.94,162.26,112.95,154.91,132.56,122.04,59.62,106.56,68.61
2023-03-13 16:00:00,203.17,236.7,176.04,121.44,167.23,152.94,120.99,65.02,112.84,71.84
2023-03-13 17:00:00,235.28,251.03,203.36,137.18,179.46,159.3,132.38,69.96,123.31,79.27
2023-03-13 18:00:00,239.39,270.09,203.3,136.81,174.28,161.24,137.88,71.36,123.37,83.23
2023-03-13 19:00:00,232.29,250.27,196.64,136.41,182.26,163.01,130.36,67.1,123.26,81.64
2023-03-13 20:00:00,196.51,219.49,164.61,118.06,160.8,147.45,130.08,64.48,121.1,69.24
2023-03-13 21:00:00,190.02,201.37,165.17,109.16,142.74,119.97,113.31,56.79,100.84,66.23
2023-03-13 22:00:00,173.07,193.52,147.26,95.65,144.06,119.34,96.21,51.75,101.58,58.7
2023-03-13 23:00:00,148.31,156.67,127.17,84.43,116.46,104.54,86.2,44.72,82.69,54.22
2023-03-14 00:00:00,130.49,135.02,102.37,79.17,103.37,90.58,80.37,40.95,69.68,45.97
2023-03-14 01:00:00,119.25,146.13,112.36,74.54,109.48,91.93,73.17,38.56,72.09,46.45
2023-03-14 02:00:00,133.13,142.8,107.08,76.99,104.81,89.89,72.81,40.81,74.25,42.55
2023-03-14 03:00:00,127.06,148.06,107.65,72.7,97.54,85.67,75.0,41.65,69.5,44.89
2023-03-14 04:00:00,134.04,136.82,107.41,74.37,106.29,89.12,77.8,39.66,73.72,46.5
2023-03-14 05:00:00,121.69,138.43,107.8,80.56,104.04,90.22,78.53,39.69,74.25,46.44
2023-03-14 06:00:00,133.24,140.36,104.78,80.55,96.36,88.58,82.94,39.06,68.44,47.75
2023-03-14 07:00:00,129.05,136.0,110.21,76.29,101.17,87.71,73.26,41.99,73.59,43.05
2023-03-14 08:00:00,133.96,141.13,113.81,77.27,104.13,94.66,74.24,38.18,76.9,47.2
2023-03-14 09:00:00,126.51,141.95,109.13,71.89,103.05,87.35,77.65,39.69,72.23,45.02
2023-03-14 10:00:00,129.17,148.55,105.93,78.8,105.34,93.29,78.05,40.38,72.08,46.33
2023-03-14 11:00:00,145.65,147.06,111.45,80.71,108.95,98.03,85.19,39.95,74.44,47.17
2023-03-14 12:00:00,137.19,152.17,117.31,84.73,105.31,100.32,79.11,42.1,81.3,50.93
2023-03-14 13:00:00,148.62,169.3,126.31,89.53,120.35,105.23,89.46,49.53,86.08,54.04
2023-03-14 14:00:00,167.59,191.97,143.05,96.56,127.75,121.02,97.98,54.45,101.88,58.97
2023-03-14 15:00:00,183.89,215.85,158.78,106.92,145.85,132.99,105.71,56.58,106.16,65.14
2023-03-14 16:00:00,221.83,234.84,177.93,120.14,167.98,145.47,122.53,62.44,124.32,77.08
2023-03-14 17:00:00,243.94,247.93,192.52,129.79,177.34,158.79,136.61,72.77,126.56,79.32
2023-03-14 18:00:00,230.67,254.05,189.31,141.51,185.12,172.65,130.6,74.3,127.18,85.31
2023-03-14 19:00:00,216.15,239.81,195.03,140.36,176.6,163.2,138.46,70.63,126.3,81.2
2023-03-14 20:00:00,221.69,233.15,183.99,117.43,169.84,151.58,120.35,58.33,120.98,74.88
2023-03-14 21:00:00,198.11,208.12,161.15,108.72,160.04,127.0,102.92,55.39,107.92,67.21
2023-03-14 22:00:00,174.09,195.45,142.19,96.8,129.08,109.7,103.39,51.49,90.46,58.31
2023-03-14 23:00:00,158.55,167.7,139.95,86.73,116.49,107.47,91.78,46.46,79.64,55.03
2023-03-15 00:00:00,126.13,145.77,110.21,77.35,104.16,93.95,75.74,40.65,75.73,42.99
2023-03-15 01:00:00,129.31,148.55,116.82,78.11,104.95,88.75,74.2,40.34,71.55,46.92
2023-03-15 02:00:00,123.77,132.81,105.84,76.48,108.51,91.42,76.4,39.67,74.2,48.21
2023-03-15 03:00:00,123.62,138.87,105.49,73.87,103.0,94.76,72.09,38.51,71.91,47.17
2023-03-15 04:00:00,134.54,140.9,103.14,76.02,106.48,92.91,76.82,37.74,69.02,45.97
2023-03-15 05:00:00,127.02,142.67,104.7,72.89,112.52,87.36,73.27,39.14,67.65,46.73
2023-03-15 06:00:00,140.47,136.46,105.12,72.56,105.73,87.1,70.12,36.81,71.93,45.8
2023-03-15 07:00:00,130.47,146.39,108.44,75.92,100.27,89.64,76.53,36.67,70.54,47.31
2023-03-15 08:00:00,127.36,146.79,109.71,76.97,101.13,91.12,78.67,40.06,81.9,45.96
2023-03-15 09:00:00,134.4,145.31,107.92,74.55,102.64,92.58,75.31,39.85,77.42,47.27
2023-03-15 10:00:00,140.35,147.62,110.4,77.26,99.64,94.02,74.34,40.72,76.5,44.24
2023-03-15 11:00:00,137.35,141.85,110.04,80.08,104.42,92.94,77.49,42.73,72.25,47.09
2023-03-15 12:00:00,135.27,160.44,114.21,85.35,111.02,97.18,85.52,42.76,81.85,47.24
2023-03-15 13:00:00,154.36,162.88,122.72,87.8,121.16,102.97,88.67,46.23,83.61,49.28
2023-03-15 14:00:00,177.37,172.66,139.32,96.43,142.04,113.39,103.68,47.84,94.83,59.19
2023-03-15 15:00:00,187.42,209.2,166.51,110.6,148.14,135.53,116.1,59.8,103.69,68.67
2023-03-15 16:00:00,207.19,236.03,162.88,125.52,159.24,152.49,125.03,61.8,111.62,73.37
2023-03-15 17:00:00,238.24,245.27,196.73,129.94,182.94,153.11,132.19,69.86,134.45,77.53
2023-03-15 18:00:00,237.66,243.37,202.41,136.92,197.59,163.55,140.33,70.2,133.1,85.1
2023-03-15 19:00:00,221.17,241.18,189.36,134.22,184.2,163.95,131.06,69.42,132.95,84.35
2023-03-15 20:00:00,210.13,231.36,181.54,118.32,165.97,145.18,121.88,66.47,111.7,72.87
2023-03-15 21:00:00,185.67,189.85,167.34,112.19,149.54,128.55,108.26,55.33,112.88,64.52
2023-03-15 22:00:00,170.98,191.46,137.83,94.46,144.55,119.3,101.37,52.12,92.19,60.07
2023-03-15 23:00:00,152.97,172.25,128.55,90.12,118.34,108.2,84.96,48.41,84.02,49.31
2023-03-16 00:00:00,135.31,141.18,106.82,72.22,101.55,90.79,79.24,38.26,76.69,45.54
2023-03-16 01:00:00,133.31,147.32,107.64,72.49,97.71,92.75,76.15,39.73,68.15,45.75
2023-03-16 02:00:00,122.96,141.25,108.5,78.72,103.66,90.74,75.42,39.68,72.28,48.0
2023-03-16 03:00:00,131.93,136.44,108.49,73.25,104.79,89.8,79.79,40.56,73.17,45.15
2023-03-16 04:00:00,134.16,145.2,106.24,72.83,102.43,83.67,78.87,43.58,67.81,42.13
2023-03-16 05:00:00,132.15,144.85,106.76,77.4,101.16,94.83,74.22,41.18,73.04,43.61
2023-03-16 06:00:00,134.78,137.48,113.19,72.51,104.8,88.79,78.79,40.03,72.61,46.01
2023-03-16 07:00:00,127.63,135.13,114.68,75.98,102.49,91.68,77.15,39.48,74.25,45.6
2023-03-16 08:00:00,125.94,137.41,110.26,78.13,98.9,90.5,75.26,40.17,71.79,41.48
2023-03-16 09:00:00,135.0,148.63,112.66,74.46,107.41,88.62,73.53,41.68,70.51,45.42
2023-03-16 10:00:00,127.1,142.66,109.09,75.98,106.78,89.63,80.14,43.53,72.56,44.23
2023-03-16 11:00:00,124.84,161.98,111.08,78.67,113.51,90.78,77.9,39.75,73.41,50.11
2023-03-16 12:00:00,146.36,150.77,119.04,85.28,119.78,102.75,77.04,39.77,76.54,48.55
2023-03-16 13:00:00,148.52,169.94,132.53,86.83,126.44,110.28,88.32,45.25,84.48,54.88
2023-03-16 14:00:00,167.41,186.9,142.68,95.08,134.63,120.99,98.1,51.53,91.33,58.16
2023-03-16 15:00:00,181.38,206.67,152.03,110.36,159.15,135.69,113.91,57.68,104.48,65.55
2023-03-16 16:00:00,203.08,239.38,183.97,124.36,163.56,150.91,126.81,65.09,112.78,74.68
2023-03-16 17:00:00,220.74,243.73,207.01,138.34,180.53,160.57,145.2,70.71,131.01,79.51
2023-03-16 18:00:00,233.51,257.8,200.42,133.92,186.45,166.18,144.09,72.33,131.37,77.85
2023-03-16 19:00:00,233.03,240.95,181.17,133.42,171.16,162.66,130.95,68.26,117.54,80.24
2023-03-16 20:00:00,195.83,214.85,179.51,118.8,161.79,160.73,125.26,65.96,122.04,76.6
2023-03-16 21:00:00,195.73,208.8,170.52,112.99,141.34,140.02,112.45,60.31,103.9,67.15
2023-03-16 22:00:00,162.23,177.43,140.26,95.97,140.08,116.1,97.43,54.76,96.81,57.14
2023-03-16 23:00:00,146.7,158.86,129.26,90.9,118.91,105.27,83.89,45.12,87.61,51.38
2023-03-17 00:00:00,133.16,144.95,107.75,77.42,106.52,96.76,76.62,37.48,72.34,43.87
2023-03-17 01:00:00,129.74,141.26,110.54,75.2,104.63,89.37,78.51,41.79,74.48,46.54
2023-03-17 02:00:00,123.08,143.98,100.66,71.29,106.68,87.33,81.57,39.46,71.91,46.22
2023-03-17 03:00:00,138.47,150.65,105.87,76.41,108.78,94.83,74.01,38.0,69.22,44.13
2023-03-17 04:00:00,126.16,142.96,107.35,77.85,104.24,89.26,73.35,36.9,75.58,43.63
2023-03-17 05:00:00,131.2,144.32,110.62,71.86,106.21,91.39,74.19,38.08,74.66,46.04
2023-03-17 06:00:00,131.0,136.17,109.25,74.68,102.89,90.65,78.23,41.27,72.94,46.18
2023-03-17 07:00:00,136.56,146.29,105.6,73.39,99.97,94.9,76.32,40.0,69.12,44.74
2023-03-17 08:00:00,128.2,146.53,107.69,71.02,106.18,83.89,73.79,40.74,74.97,46.08
2023-03-17 09:00:00,135.36,137.57,104.67,72.32,101.1,86.42,77.18,39.8,71.2,46.3
2023-03-17 10:00:00,128.6,147.51,106.92,78.13,103.78,93.75,75.15,41.29,75.22,45.93
2023-03-17 11:00:00,140.36,149.16,110.7,72.1,104.55,94.41,83.57,41.92,74.56,48.35
2023-03-17 12:00:00,137.52,153.17,119.39,82.86,113.73,100.87,86.13,43.88,75.18,49.97
2023-03-17 13:00:00,150.45,166.94,135.0,84.64,119.44,103.31,87.23,43.68,76.5,54.76
2023-03-17 14:00:00,180.46,200.49,139.89,97.79,128.69,112.52,96.9,49.47,97.67,62.61
2023-03-17 15:00:00,192.83,203.6,156.43,111.99,147.47,134.79,118.31,57.2,105.71,63.94
2023-03-17 16:00:00,213.78,229.89,178.42,121.56,176.92,138.71,116.4,60.85,119.14,72.07
2023-03-17 17:00:00,248.1,252.17,176.72,127.02,178.54,165.26,134.33,69.32,121.51,84.48
2023-03-17 18:00:00,239.49,256.69,202.41,126.56,185.79,160.9,133.45,66.06,124.37,80.77
2023-03-17 19:00:00,223.48,235.25,198.86,138.94,184.02,155.51,134.2,67.1,130.19,88.79
2023-03-17 20:00:00,218.43,237.88,172.26,118.92,171.35,148.55,124.96,61.78,115.12,73.39
2023-03-17 21:00:00,182.83,215.03,156.31,107.31,146.45,134.62,111.6,57.99,105.09,67.33
2023-03-17 22:00:00,175.91,196.03,150.19,94.64,136.09,118.11,97.69,49.58,97.13,60.27
2023-03-17 23:00:00,158.81,163.16,127.65,93.65,119.75,106.52,89.48,46.77,83.11,50.58
2023-03-18 00:00:00,114.72,122.23,96.2,69.78,89.6,80.43,67.79,35.93,63.8,42.26
2023-03-18 01:00:00,114.49,130.8,95.51,65.77,85.89,75.51,67.12,34.5,62.54,39.94
2023-03-18 02:00:00,117.79,123.28,103.56,65.38,91.87,81.93,68.56,34.11,57.86,42.12
